workerid	adverb	object	response	condition	name	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
0	immoderately	sweater	40	average	Richard	English	1	Female	26		Yes	2	Mac	1440	2560	Chrome	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3OJSZ2ATDSWNNLET4ICR6SI1T1375Z	0	Approved	Wed Nov 05 02:40:55 PST 2014	Tue Nov 04 09:59:11 PST 2014	Tue Nov 04 10:00:55 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.6891666667
0	extremely	coffee maker	200	extreme	Kevin	English	1	Female	26		Yes	2	Mac	1440	2560	Chrome	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3OJSZ2ATDSWNNLET4ICR6SI1T1375Z	0	Approved	Wed Nov 05 02:40:55 PST 2014	Tue Nov 04 09:59:11 PST 2014	Tue Nov 04 10:00:55 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.6891666667
0	fantastically	headphones	120	extreme	Daniel	English	1	Female	26		Yes	2	Mac	1440	2560	Chrome	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3OJSZ2ATDSWNNLET4ICR6SI1T1375Z	0	Approved	Wed Nov 05 02:40:55 PST 2014	Tue Nov 04 09:59:11 PST 2014	Tue Nov 04 10:00:55 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.6891666667
0	surpassingly	sweater	40	average	Jason	English	1	Female	26		Yes	2	Mac	1440	2560	Chrome	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3OJSZ2ATDSWNNLET4ICR6SI1T1375Z	0	Approved	Wed Nov 05 02:40:55 PST 2014	Tue Nov 04 09:59:11 PST 2014	Tue Nov 04 10:00:55 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.6891666667
0	radically	coffee maker	50	average	Mark	English	1	Female	26		Yes	2	Mac	1440	2560	Chrome	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3OJSZ2ATDSWNNLET4ICR6SI1T1375Z	0	Approved	Wed Nov 05 02:40:55 PST 2014	Tue Nov 04 09:59:11 PST 2014	Tue Nov 04 10:00:55 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.6891666667
0	significantly	coffee maker	50	average	Jacob	English	1	Female	26		Yes	2	Mac	1440	2560	Chrome	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3OJSZ2ATDSWNNLET4ICR6SI1T1375Z	0	Approved	Wed Nov 05 02:40:55 PST 2014	Tue Nov 04 09:59:11 PST 2014	Tue Nov 04 10:00:55 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.6891666667
1	exceedingly	headphones	85	average	Kevin	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	phenomenally	headphones	80	average	Tyler	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	cracking	laptop	400	extreme	Jerry	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	markedly	headphones	150	extreme	Larry	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	amazingly	laptop	500	extreme	Nicholas	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	remarkably	sweater	190	extreme	Matthew	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	radically	headphones	75	average	Brian	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	quite	sweater	40	average	Dennis	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	immoderately	headphones	195	extreme	Christopher	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	exceptionally	laptop	550	extreme	Joshua	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	incredibly	sweater	35	average	Frank	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	supremely	laptop	750	extreme	Ryan	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	outrageously	coffee maker	250	extreme	Mark	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	very	headphones	200	extreme	Jack	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
1	inordinately	headphones	225	extreme	Benjamin	English	2	Male	29		Yes	3	Windows	1200	1600	Firefox	3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3I3MQQJ31SJYM5P18UZR1O83A0AJ1K	Friends&quotechar Purchases	a 5 minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.20	Tue Nov 04 09:58:31 PST 2014	210	0	0	210	Reviewable	NotReviewed	1 cond	1800	60000	Thu Dec 04 09:58:31 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02K4LNABDLAXNWH7U9WYSU	3Q5C1WP23M19CZZRF2VI5IROQF3510	1	Approved	Wed Nov 05 02:41:19 PST 2014	Tue Nov 04 09:59:21 PST 2014	Tue Nov 04 10:01:19 PST 2014	Tue Nov 04 10:30:32 PST 2014					[]	{}	1.9258666667
