workerid	adverb	object	response	condition	name	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
0	supremely	headphones	89	extreme	John	english	1	Male	30		No	2	Windows	1005	1787	Firefox	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	358UUM7WRZ3CS8CR1PPU9TNXLJHR7M	0	Approved	Wed Nov 05 00:48:40 PST 2014	Tue Nov 04 08:07:08 PST 2014	Tue Nov 04 08:08:40 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	1.5074333333333334
0	cracking	sweater	20	average	Jonathan	english	1	Male	30		No	2	Windows	1005	1787	Firefox	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	358UUM7WRZ3CS8CR1PPU9TNXLJHR7M	0	Approved	Wed Nov 05 00:48:40 PST 2014	Tue Nov 04 08:07:08 PST 2014	Tue Nov 04 08:08:40 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	1.5074333333333334
0	excessively	sweater	89	extreme	Benjamin	english	1	Male	30		No	2	Windows	1005	1787	Firefox	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	358UUM7WRZ3CS8CR1PPU9TNXLJHR7M	0	Approved	Wed Nov 05 00:48:40 PST 2014	Tue Nov 04 08:07:08 PST 2014	Tue Nov 04 08:08:40 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	1.5074333333333334
0	extremely	coffee maker	69	extreme	Anthony	english	1	Male	30		No	2	Windows	1005	1787	Firefox	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	358UUM7WRZ3CS8CR1PPU9TNXLJHR7M	0	Approved	Wed Nov 05 00:48:40 PST 2014	Tue Nov 04 08:07:08 PST 2014	Tue Nov 04 08:08:40 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	1.5074333333333334
0	extraordinarily	sweater	20	average	Patrick	english	1	Male	30		No	2	Windows	1005	1787	Firefox	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	358UUM7WRZ3CS8CR1PPU9TNXLJHR7M	0	Approved	Wed Nov 05 00:48:40 PST 2014	Tue Nov 04 08:07:08 PST 2014	Tue Nov 04 08:08:40 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	1.5074333333333334
0	mightily	headphones	30	average	Ronald	english	1	Male	30		No	2	Windows	1005	1787	Firefox	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	358UUM7WRZ3CS8CR1PPU9TNXLJHR7M	0	Approved	Wed Nov 05 00:48:40 PST 2014	Tue Nov 04 08:07:08 PST 2014	Tue Nov 04 08:08:40 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	1.5074333333333334
1	extremely	headphones	20	average	Benjamin	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	excessively	headphones	30	average	Gregory	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	fantastically	sweater	90	extreme	Gary	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	significantly	sweater	30	average	Dennis	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	markedly	sweater	20	average	Timothy	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	utterly	coffee maker	100	average	Edward	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	surpassingly	headphones	100	extreme	Alexander	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	awfully	sweater	40	average	Steven	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	uncommonly	laptop	300	average	Patrick	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	radically	headphones	5	average	Tyler	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	incredibly	sweater	15	average	Kevin	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	insanely	laptop	2000	extreme	Samuel	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	totally	sweater	150	extreme	Joseph	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	seriously	headphones	10	average	Ronald	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
1	desperately	laptop	200	average	Eric	English	2	Male	30		Yes	2	Linux	768	1366	Chrome	385MDVINFCF7XFWLBQJVAY54NIIWJC	385XUCFVXWKO5ZMEC1WC2AQ0H7R4V3	Friends&quotechar Purchases	a 2-minute long experiment where you guess some prices based on descriptions	language research stanford fun cognitive science university explanations	$0.10	Tue Nov 04 08:06:27 PST 2014	300	285	0	15	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 04 09:52:38 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=385MDVINFCF7XFWLBQJVAY54NIIWJC	3PH3VY7DJLX0KEZJJERJNCODNRAZWQ	1	Approved	Wed Nov 05 00:50:15 PST 2014	Tue Nov 04 08:08:04 PST 2014	Tue Nov 04 08:10:15 PST 2014	Tue Nov 04 09:27:35 PST 2014					[]	{}	2.1304333333333334
