workerid,rt,word,word_type,impatient,qtype,response,language,enjoyment,gender,age,comments,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.target,Answer.control,Answer.catch_trials,Answer.time_in_minutes
1,11445,NA,NA,False,NA,NA,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,15532,NA,NA,False,NA,NA,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,20365,NA,NA,False,NA,NA,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,6008,truly,target,NA,price,22,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,6008,very,control,NA,price,33,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,6008,bare,bare,NA,price,11,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,10026,truly,target,NA,frequency,100,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,10026,very,control,NA,frequency,10,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,10026,yep,yep,NA,frequency,50,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
1,3533,NA,NA,NA,summary,;,,-1,,,,-1,Linux,900,1440,Firefox,3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:25:07 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:25:07 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3VDI8GSXAFTMGCA25GEZCVSNWOI8GJ,386PBUZZXFXU95IGXED72X2SO30LJM,1,Submitted,Mon Jan 26 15:26:31 PST 2015,Mon Jan 26 15:25:18 PST 2015,Mon Jan 26 15:26:31 PST 2015,,,,,,"""truly""","""very""",[],1.1817166666666667
2,12525,NA,NA,True,NA,NA,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,18632,NA,NA,False,NA,NA,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,11404,NA,NA,False,NA,NA,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,9023,truly,target,NA,price,23,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,9023,very,control,NA,price,34,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,9023,bare,bare,NA,price,12,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,9678,truly,target,NA,frequency,100,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,9678,very,control,NA,frequency,10,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,9678,yep,yep,NA,frequency,50,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
2,3154,NA,NA,NA,summary,asdf,,-1,,,asdf,-1,Linux,900,1440,Firefox,3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:22:47 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:22:47 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3X52SWXE0X5KP1QF1XYM0KAUG3SWCB,3TE3O857308567FLVD4BPSPASK3R2V,2,Submitted,Mon Jan 26 15:24:17 PST 2015,Mon Jan 26 15:23:06 PST 2015,Mon Jan 26 15:24:17 PST 2015,,,,,,"""truly""","""very""",[],1.14285
3,21285,NA,NA,True,NA,NA,,-1,,,,-1,Linux,900,1440,Firefox,3Z33IC0JC0M5CEJ7Z3JZCSQ839O9VY,35280GTXAMRS9SWWVL8XTYER5DHVOZ,A visit to a cousin accross the country,a 5 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.40,Mon Jan 26 15:28:56 PST 2015,40,39,0,0,Assignable,NotReviewed,1 cond,3600,0,Wed Feb 25 15:28:56 PST 2015,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC0M5CEJ7Z3JZCSQ839O9VY,3RUIQRXJBBO04V6G0ZPKICFKSS5LLO,3,Submitted,Mon Jan 26 15:32:49 PST 2015,Mon Jan 26 15:31:18 PST 2015,Mon Jan 26 15:32:49 PST 2015,,,,,,"""very""","""truly""",[],1.3773
