workerid	name	adverb	gender	object	response	condition	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
0	Jessica	totally	female	coffee maker	150	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Ian	phenomenally	male	laptop	1600	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Gabriel	frightfully	male	watch	800	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Laura	totally	female	laptop	800	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Amy	very	female	laptop	1000	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Shannon	fantastically	female	laptop	800	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Miranda	fantastically	female	coffee maker	180	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Derek	mightily	male	coffee maker	250	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Jared	fantastically	male	watch	700	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Stephanie	truly	female	laptop	800	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Samantha	desperately	female	watch	1000	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Nicole	outrageously	female	coffee maker	400	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Paige	extraordinarily	female	laptop	1200	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Christina	notably	female	watch	700	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Cody	radically	male	laptop	1300	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Destiny	uncommonly	female	laptop	1200	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Julia	insanely	female	watch	5000	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Emily	supremely	female	laptop	1800	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
0	Olivia	extremely	female	coffee maker	600	extreme	English	1	Male	26		Yes	3	Mac	900	1440	Chrome	3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	34S6YYW6IUSSY6QJXL1UZ1CZSWMSB2	Friends&quotechar Purchases	a 20 minute experiment where you see a lot of scenarios and answer questions about them	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$2.00	Mon Dec 01 05:27:54 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	3600	60000	Wed Dec 31 05:27:54 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEXFUIQWGLGEZOWMQGI1JVS	3SKRO2GZ71RCUIKUMPZO77A6O57K1A	0	Approved	Mon Dec 01 22:18:43 PST 2014	Mon Dec 01 05:28:16 PST 2014	Mon Dec 01 05:38:43 PST 2014	Mon Dec 01 05:52:14 PST 2014					[]	{}	10.41945
