workerid,rt,word,word_type,impatient,qtype,response,language,enjoyment,gender,age,comments,assess,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.dialect,Answer.target,Answer.control,Answer.catch_trials,Answer.time_in_minutes
1,14975,NA,NA,False,NA,NA,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,19663,truly,target,NA,price,40,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,19663,very,control,NA,price,20,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,19663,bare,bare,NA,price,20,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,13743,truly,target,NA,frequency,400,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,13743,very,control,NA,frequency,10,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,13743,tree,tree,NA,frequency,10,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,25738,NA,NA,NA,summary,Jim uses the word truly a lot to describe a time that a tree fell into his house and he gave a chunk of it to a little boy. The tree falling made them buy a new kitchen.,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,11166,NA,NA,NA,dialect,1,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
1,11166,NA,NA,NA,excitable,1,English,2,Female,23,Great HIT!,Yes,3,Windows,1024,1280,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3NG53N1RLVJVG91VY2DBIYJDY9CP87,1,Approved,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:17:43 PST 2015,Thu Jan 15 11:20:29 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"other","truly","very",[],2.7516
2,16118,NA,NA,False,NA,NA,English,2,Male,23,,Yes,2,Windows,1080,1920,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3S3AMIZX3U5O3FOIA52LKQY7AHVDCO,2,Approved,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:18:26 PST 2015,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"english","very","truly",[],2.297433333333333
2,18271,NA,NA,False,NA,NA,English,2,Male,23,,Yes,2,Windows,1080,1920,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3S3AMIZX3U5O3FOIA52LKQY7AHVDCO,2,Approved,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:18:26 PST 2015,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"english","very","truly",[],2.297433333333333
2,14034,NA,NA,False,NA,NA,English,2,Male,23,,Yes,2,Windows,1080,1920,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3S3AMIZX3U5O3FOIA52LKQY7AHVDCO,2,Approved,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:18:26 PST 2015,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"english","very","truly",[],2.297433333333333
2,20077,truly,control,NA,price,50,English,2,Male,23,,Yes,2,Windows,1080,1920,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3S3AMIZX3U5O3FOIA52LKQY7AHVDCO,2,Approved,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:18:26 PST 2015,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"english","very","truly",[],2.297433333333333
2,20077,very,target,NA,price,60,English,2,Male,23,,Yes,2,Windows,1080,1920,Chrome,3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3YTXXXR8DBXG9OR9CGXUQVNLXJEX4G,A visit to a cousin,an 8 minute experiment where you read a comic and answer questions about it,language research stanford fun cognitive science university adjectives adverbs linguistics,$0.70,Thu Jan 15 11:17:30 PST 2015,113,0,3,110,Unassignable,NotReviewed,1 cond,3600,0,Sat Feb 14 11:17:30 PST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3KTCJ4SCVG14XMM3HZ72X07RXZ61MQ,3S3AMIZX3U5O3FOIA52LKQY7AHVDCO,2,Approved,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:18:26 PST 2015,Thu Jan 15 11:20:49 PST 2015,Thu Jan 15 11:23:36 PST 2015,,,,,"english","very","truly",[],2.297433333333333
